recid,reit,smrt,tog_nr,dag,man,dyp_min,dyp_max,vf,nr,le,ky,kt,aldur,osl,sl,li
100133,720,3,2,13,03,240,218,73,10,56,1,1,5,1526,1311,101
100133,720,3,2,13,03,240,218,73,2,42,1,1,5,631,541,46
100133,720,3,2,13,03,240,218,73,3,42,2,1,3,637,548,44
100133,720,3,2,13,03,240,218,73,4,65,2,2,5,2793,2153,225
100133,720,3,2,13,03,240,218,73,5,37,2,1,3,464,403,24
100133,720,3,2,13,03,240,218,73,6,62,2,2,5,2288,1847,80
100133,720,3,2,13,03,240,218,73,7,43,2,1,3,640,557,31
100133,720,3,2,13,03,240,218,73,8,72,2,2,6,3378,2635,198
100133,720,3,2,13,03,240,218,73,9,36,1,1,3,435,378,20
100134,720,3,3,14,03,203,207,73,1,72,2,2,6,2929,2248,203
100134,720,3,3,14,03,203,207,73,2,48,2,1,4,981,849,53
100134,720,3,3,14,03,203,207,73,3,76,1,2,7,4136,3264,284
100134,720,3,3,14,03,203,207,73,4,47,2,1,4,937,717,46
100134,720,3,3,14,03,203,207,73,5,37,2,1,3,440,390,22
100135,720,3,14,14,03,236,234,73,1,57,2,2,5,1815,1541,117
100135,720,3,14,14,03,236,234,73,10,50,1,2,5,1149,952,71
100135,720,3,14,14,03,236,234,73,11,78,1,2,6,4406,3210,314
100135,720,3,14,14,03,236,234,73,12,73,2,2,6,3244,2696,231
100135,720,3,14,14,03,236,234,73,13,64,1,1,5,2472,2127,163
100135,720,3,14,14,03,236,234,73,14,57,2,1,5,1603,1340,151
100135,720,3,14,14,03,236,234,73,15,53,2,1,5,1357,1164,107
100135,720,3,14,14,03,236,234,73,16,61,1,2,5,2066,1644,163
100135,720,3,14,14,03,236,234,73,17,71,2,2,6,3336,2723,390
100135,720,3,14,14,03,236,234,73,18,63,2,1,5,2005,1728,150
100135,720,3,14,14,03,236,234,73,2,60,2,2,5,1854,1555,171
100135,720,3,14,14,03,236,234,73,20,60,2,2,5,1942,1671,125
100135,720,3,14,14,03,236,234,73,21,51,2,1,4,1111,952,80
100135,720,3,14,14,03,236,234,73,22,59,2,2,4,1813,1547,152
100135,720,3,14,14,03,236,234,73,23,61,1,1,5,1814,1632,66
100135,720,3,14,14,03,236,234,73,24,54,2,1,5,1480,1340,93
100135,720,3,14,14,03,236,234,73,3,56,2,1,5,1560,1348,134
100135,720,3,14,14,03,236,234,73,4,64,1,1,5,2164,1819,207
100135,720,3,14,14,03,236,234,73,5,50,2,1,4,1058,889,92
100135,720,3,14,14,03,236,234,73,6,52,2,1,4,1193,971,112
100135,720,3,14,14,03,236,234,73,7,42,1,1,3,614,550,27
100135,720,3,14,14,03,236,234,73,9,52,2,1,4,1248,1050,107
100136,670,1,4,14,03,225,194,73,1,51,1,1,4,1275,1049,72
100136,670,1,4,14,03,225,194,73,10,58,1,4,5,1462,1280,47
100136,670,1,4,14,03,225,194,73,11,40,1,1,3,490,426,32
100136,670,1,4,14,03,225,194,73,2,57,2,1,5,1397,1257,59
100136,670,1,4,14,03,225,194,73,4,66,2,1,5,2672,2138,233
100136,670,1,4,14,03,225,194,73,5,51,2,1,4,1101,937,40
100136,670,1,4,14,03,225,194,73,6,46,2,1,4,862,735,23
100136,670,1,4,14,03,225,194,73,7,39,1,1,3,538,457,31
100136,670,1,4,14,03,225,194,73,8,47,2,1,4,804,713,37
100136,670,1,4,14,03,225,194,73,9,69,1,4,6,2789,2352,195
100137,670,1,11,14,03,172,187,73,1,44,1,1,3,721,627,43
100137,670,1,11,14,03,172,187,73,2,59,1,1,5,1617,1396,111
100137,670,1,11,14,03,172,187,73,3,69,1,1,9,2559,1931,275
100137,670,1,11,14,03,172,187,73,4,41,2,1,3,626,553,34
100137,670,1,11,14,03,172,187,73,5,57,1,1,5,1687,1441,107
100138,671,2,2,14,03,178,132,73,1,94,1,2,10,8185,5422,609
100138,671,2,2,14,03,178,132,73,3,40,1,1,3,655,563,43
100138,671,2,2,14,03,178,132,73,4,46,1,1,3,996,826,63
100138,671,2,2,14,03,178,132,73,5,97,1,2,9,9425,6645,688
100139,721,4,11,14,03,185,209,73,1,68,1,1,6,3280,2532,239
100139,721,4,11,14,03,185,209,73,10,51,1,1,4,1032,896,68
100139,721,4,11,14,03,185,209,73,11,49,1,1,3,935,812,69
100139,721,4,11,14,03,185,209,73,12,41,2,1,3,564,501,32
100139,721,4,11,14,03,185,209,73,13,54,1,1,5,1326,1101,126
100139,721,4,11,14,03,185,209,73,14,44,2,1,3,808,701,49
100139,721,4,11,14,03,185,209,73,2,56,2,1,5,1494,1303,84
100139,721,4,11,14,03,185,209,73,3,58,2,1,5,1616,1410,54
100139,721,4,11,14,03,185,209,73,4,54,1,1,4,1289,1110,102
100139,721,4,11,14,03,185,209,73,5,58,1,1,5,1659,1390,133
100139,721,4,11,14,03,185,209,73,6,49,2,1,4,1079,930,81
100139,721,4,11,14,03,185,209,73,7,50,2,1,5,1017,885,51
100139,721,4,11,14,03,185,209,73,8,41,2,1,3,540,470,36
100139,721,4,11,14,03,185,209,73,9,42,1,1,3,588,509,38
100140,721,3,12,14,03,221,212,73,1,67,1,4,5,2653,2114,65
100140,721,3,12,14,03,221,212,73,2,61,1,1,5,1807,1546,53
100140,721,3,12,14,03,221,212,73,3,58,1,1,5,1606,1446,49
100140,721,3,12,14,03,221,212,73,5,49,2,1,4,1056,894,77
100141,721,3,1,14,03,221,223,73,1,58,1,1,5,1657,1423,96
100141,721,3,1,14,03,221,223,73,2,56,2,1,4,1683,1440,117
100141,721,3,1,14,03,221,223,73,3,62,1,2,5,2214,1794,199
100141,721,3,1,14,03,221,223,73,4,40,2,1,3,604,513,27
100141,721,3,1,14,03,221,223,73,5,30,2,1,2,217,182,10
100142,671,1,12,14,03,159,168,73,1,63,2,1,5,1963,1692,78
100142,671,1,12,14,03,159,168,73,10,72,1,2,5,3948,3038,175
100142,671,1,12,14,03,159,168,73,11,61,1,1,5,2014,1757,128
100142,671,1,12,14,03,159,168,73,12,64,1,2,6,2443,2001,117
100142,671,1,12,14,03,159,168,73,13,62,2,1,5,1992,1694,33
100142,671,1,12,14,03,159,168,73,14,72,1,1,5,3226,2730,224
100142,671,1,12,14,03,159,168,73,15,60,1,1,5,1812,1571,54
100142,671,1,12,14,03,159,168,73,16,77,2,1,6,4180,3430,350
100142,671,1,12,14,03,159,168,73,17,52,1,1,4,1360,1182,82
100142,671,1,12,14,03,159,168,73,18,61,2,2,6,2314,1727,112
100142,671,1,12,14,03,159,168,73,19,62,2,1,5,2032,1671,70
100142,671,1,12,14,03,159,168,73,2,60,1,2,5,2055,1534,132
100142,671,1,12,14,03,159,168,73,20,62,1,1,5,2310,1921,167
100142,671,1,12,14,03,159,168,73,21,70,1,1,5,3202,2593,209
100142,671,1,12,14,03,159,168,73,22,77,1,1,6,3750,3244,79
100142,671,1,12,14,03,159,168,73,23,62,2,1,5,2231,1821,180
100142,671,1,12,14,03,159,168,73,24,67,1,1,6,2727,2309,220
100142,671,1,12,14,03,159,168,73,25,62,1,1,5,1898,1644,110
100142,671,1,12,14,03,159,168,73,3,73,2,1,6,3162,2491,0
100142,671,1,12,14,03,159,168,73,4,70,2,2,5,2931,2481,209
100142,671,1,12,14,03,159,168,73,5,62,2,1,5,2050,1757,128
100142,671,1,12,14,03,159,168,73,6,48,2,1,4,1047,896,19
100142,671,1,12,14,03,159,168,73,7,59,1,1,5,1860,1587,144
100142,671,1,12,14,03,159,168,73,8,68,1,1,5,2742,2366,164
100142,671,1,12,14,03,159,168,73,9,66,2,2,5,2782,2122,271
100143,671,1,14,14,03,176,168,73,1,60,1,1,5,1985,1634,87
100143,671,1,14,14,03,176,168,73,10,57,2,1,5,1662,1360,134
100143,671,1,14,14,03,176,168,73,11,59,2,1,5,1615,1328,112
100143,671,1,14,14,03,176,168,73,12,44,1,1,3,827,695,36
100143,671,1,14,14,03,176,168,73,13,77,1,1,6,4024,3382,322
100143,671,1,14,14,03,176,168,73,14,66,2,1,5,2551,2255,132
100143,671,1,14,14,03,176,168,73,15,62,1,2,6,2072,1696,52
100143,671,1,14,14,03,176,168,73,16,85,2,1,8,5290,4394,115
100143,671,1,14,14,03,176,168,73,17,60,1,1,5,1861,1575,116
100143,671,1,14,14,03,176,168,73,18,66,2,1,5,2514,2286,150
100143,671,1,14,14,03,176,168,73,19,60,1,1,5,1828,1495,192
100143,671,1,14,14,03,176,168,73,2,46,1,1,3,860,742,63
100143,671,1,14,14,03,176,168,73,20,63,2,1,5,2309,1864,174
100143,671,1,14,14,03,176,168,73,21,72,1,1,7,3232,2700,239
100143,671,1,14,14,03,176,168,73,22,58,1,1,5,1772,1469,109
100143,671,1,14,14,03,176,168,73,23,64,2,1,5,2151,1689,150
100143,671,1,14,14,03,176,168,73,25,49,1,1,4,1032,878,60
100143,671,1,14,14,03,176,168,73,26,62,2,1,6,1788,1460,56
100143,671,1,14,14,03,176,168,73,27,67,2,1,5,2482,2017,214
100143,671,1,14,14,03,176,168,73,28,41,2,1,3,684,547,39
100143,671,1,14,14,03,176,168,73,29,56,2,1,5,1634,1286,110
100143,671,1,14,14,03,176,168,73,3,54,1,1,4,1531,1276,122
100143,671,1,14,14,03,176,168,73,30,49,1,1,4,1110,969,57
100143,671,1,14,14,03,176,168,73,4,61,1,1,5,2137,1761,130
100143,671,1,14,14,03,176,168,73,5,60,2,1,5,1938,1479,172
100143,671,1,14,14,03,176,168,73,6,60,2,1,6,1686,1388,125
100143,671,1,14,14,03,176,168,73,7,59,1,1,5,2240,1824,182
100143,671,1,14,14,03,176,168,73,8,53,2,1,5,1463,1115,86
100143,671,1,14,14,03,176,168,73,9,55,1,1,5,1536,1294,113
100144,672,2,1,14,03,150,165,73,1,55,1,1,5,1518,1195,84
100144,672,2,1,14,03,150,165,73,10,69,1,2,7,2936,2369,36
100144,672,2,1,14,03,150,165,73,11,85,1,2,5,6250,4760,544
100144,672,2,1,14,03,150,165,73,12,67,2,2,6,2565,2215,143
100144,672,2,1,14,03,150,165,73,13,51,1,1,4,977,846,52
100144,672,2,1,14,03,150,165,73,14,53,2,1,5,1336,1130,70
100144,672,2,1,14,03,150,165,73,15,63,2,2,5,2221,1917,151
100144,672,2,1,14,03,150,165,73,16,67,1,1,6,2615,2169,183
100144,672,2,1,14,03,150,165,73,17,61,1,1,6,2158,1702,161
100144,672,2,1,14,03,150,165,73,18,52,1,1,7,1310,970,107
100144,672,2,1,14,03,150,165,73,19,62,1,1,5,1936,1668,108
100144,672,2,1,14,03,150,165,73,2,54,1,1,6,1475,1136,112
100144,672,2,1,14,03,150,165,73,20,60,2,2,5,1772,1550,100
100144,672,2,1,14,03,150,165,73,21,44,2,1,3,753,661,34
100144,672,2,1,14,03,150,165,73,22,48,2,1,4,1141,888,90
100144,672,2,1,14,03,150,165,73,23,66,2,1,5,2438,2214,53
100144,672,2,1,14,03,150,165,73,24,69,1,2,6,2834,2376,117
100144,672,2,1,14,03,150,165,73,25,55,2,1,4,1429,1154,72
100144,672,2,1,14,03,150,165,73,26,69,2,2,5,3352,2628,167
100144,672,2,1,14,03,150,165,73,27,51,2,1,4,1169,1042,58
100144,672,2,1,14,03,150,165,73,28,58,2,1,5,1783,1481,150
100144,672,2,1,14,03,150,165,73,29,70,2,2,6,3060,2411,209
100144,672,2,1,14,03,150,165,73,3,65,1,1,5,2476,1957,208
100144,672,2,1,14,03,150,165,73,30,41,1,1,3,588,497,17
100144,672,2,1,14,03,150,165,73,4,56,1,1,5,1558,1332,117
100144,672,2,1,14,03,150,165,73,5,64,1,2,5,2400,1888,203
100144,672,2,1,14,03,150,165,73,6,75,1,2,7,4222,3110,238
100144,672,2,1,14,03,150,165,73,7,52,2,1,6,1309,929,63
100144,672,2,1,14,03,150,165,73,8,57,1,1,5,1766,1439,167
100144,672,2,1,14,03,150,165,73,9,41,1,1,3,575,523,22
100145,621,4,13,15,03,92,115,73,1,33,2,1,3,322,282,6
100145,621,4,13,15,03,92,115,73,2,50,1,1,11,1040,927,41
100145,621,4,13,15,03,92,115,73,3,98,2,2,4,10640,7270,334
100145,621,4,13,15,03,92,115,73,4,78,1,2,5,5792,3926,196
100145,621,4,13,15,03,92,115,73,5,53,1,2,5,1617,1203,73
100145,621,4,13,15,03,92,115,73,7,54,1,2,6,1449,1168,16
100145,621,4,13,15,03,92,115,73,8,26,1,1,3,128,118,2
100145,621,4,13,15,03,92,115,73,9,50,2,1,9,1064,906,59
100146,571,2,1,15,03,168,223,73,1,91,2,2,9,8660,6695,506
100146,571,2,1,15,03,168,223,73,2,47,2,1,4,769,709,12
100146,571,2,1,15,03,168,223,73,3,33,2,1,3,321,286,3
100146,571,2,1,15,03,168,223,73,4,81,2,2,6,5098,4094,297
100148,571,4,11,15,03,123,115,73,1,80,1,4,9,3980,3640,45
100148,571,4,11,15,03,123,115,73,2,57,1,1,5,1983,1694,55
100148,571,4,11,15,03,123,115,73,4,35,2,1,3,373,339,10
100148,571,4,11,15,03,123,115,73,5,22,2,1,2,80,72,4
100148,571,4,11,15,03,123,115,73,6,24,1,1,2,101,90,1
100148,571,4,11,15,03,123,115,73,7,35,1,1,3,367,321,12
100149,570,1,1,15,03,73,113,73,1,61,1,1,6,1825,1647,38
100149,570,1,1,15,03,73,113,73,2,53,1,1,5,1364,1051,40
100149,570,1,1,15,03,73,113,73,3,31,1,1,3,236,212,11
100149,570,1,1,15,03,73,113,73,4,27,2,1,3,164,148,7
100149,570,1,1,15,03,73,113,73,5,27,2,1,3,157,142,4
100150,570,1,11,15,03,93,101,73,1,34,1,1,3,363,290,10
100150,570,1,11,15,03,93,101,73,2,35,1,1,3,422,334,9
100150,570,1,11,15,03,93,101,73,3,37,2,1,3,523,408,9
100150,570,1,11,15,03,93,101,73,4,34,2,1,3,393,312,9
100150,570,1,11,15,03,93,101,73,5,22,2,1,2,93,72,3
100150,570,1,11,15,03,93,101,73,6,32,2,1,3,326,262,8
100151,570,1,2,15,03,139,128,73,1,30,2,1,3,199,185,7
100151,570,1,2,15,03,139,128,73,2,51,2,1,5,1005,846,24
100151,570,1,2,15,03,139,128,73,3,34,1,1,3,296,277,3
100151,570,1,2,15,03,139,128,73,4,26,2,1,2,154,124,5
100151,570,1,2,15,03,139,128,73,5,36,1,1,3,463,357,9
100152,619,3,15,15,03,161,154,73,1,34,2,1,3,385,328,8
100152,619,3,15,15,03,161,154,73,2,38,1,1,3,561,419,8
100152,619,3,15,15,03,161,154,73,3,60,1,2,5,2254,1655,46
100152,619,3,15,15,03,161,154,73,4,32,2,1,3,325,264,8
100152,619,3,15,15,03,161,154,73,5,29,2,1,3,188,177,2
100153,619,3,13,15,03,143,73,73,1,57,1,1,6,1771,1359,56
100153,619,3,13,15,03,143,73,73,2,46,2,1,5,850,694,19
100153,619,3,13,15,03,143,73,73,3,79,1,2,8,4994,3820,248
100153,619,3,13,15,03,143,73,73,4,63,2,2,9,2357,1876,105
100153,619,3,13,15,03,143,73,73,5,41,1,1,4,570,487,11
100154,569,1,11,16,03,117,82,73,1,42,2,2,4,820,692,33
100154,569,1,11,16,03,117,82,73,2,75,2,1,6,3634,3252,89
100154,569,1,11,16,03,117,82,73,3,86,1,1,9,5212,4848,75
100154,569,1,11,16,03,117,82,73,4,23,2,1,2,125,116,1
100154,569,1,11,16,03,117,82,73,5,31,1,1,3,293,241,5
100155,619,3,11,16,03,137,121,73,1,35,1,1,3,371,321,7
100155,619,3,11,16,03,137,121,73,2,37,2,1,3,494,444,5
100155,619,3,11,16,03,137,121,73,3,52,1,1,5,1368,1071,11
100155,619,3,11,16,03,137,121,73,4,37,1,1,3,452,367,11
100155,619,3,11,16,03,137,121,73,5,31,2,1,3,255,213,4
100156,619,4,12,16,03,95,115,73,1,69,2,2,6,3178,2607,206
100156,619,4,12,16,03,95,115,73,2,45,2,1,4,773,698,22
100156,619,4,12,16,03,95,115,73,3,47,1,1,4,901,792,25
100156,619,4,12,16,03,95,115,73,4,43,1,1,3,650,574,27
100156,619,4,12,16,03,95,115,73,5,42,1,1,4,665,598,9
100157,620,3,1,16,03,187,207,73,1,45,1,1,4,865,706,27
100157,620,3,1,16,03,187,207,73,2,59,1,2,5,2024,1558,71
100157,620,3,1,16,03,187,207,73,3,39,1,1,3,514,447,13
100157,620,3,1,16,03,187,207,73,4,73,2,4,7,3848,3124,71
100157,620,3,1,16,03,187,207,73,5,83,2,4,8,5512,4390,80
100157,620,3,1,16,03,187,207,73,6,39,2,1,3,560,458,16
100158,621,1,3,16,03,126,113,73,1,39,2,1,3,495,460,10
100158,621,1,3,16,03,126,113,73,2,39,1,1,3,589,491,22
100158,621,1,3,16,03,126,113,73,4,55,1,2,5,1605,1384,47
100158,621,1,3,16,03,126,113,73,5,73,2,2,5,3828,2888,385
100159,671,4,11,16,03,97,117,73,1,28,2,1,2,190,168,6
100159,671,4,11,16,03,97,117,73,2,32,2,1,2,278,240,16
100159,671,4,11,16,03,97,117,73,3,40,2,1,3,595,526,28
100159,671,4,11,16,03,97,117,73,4,40,1,1,3,627,533,34
100159,671,4,11,16,03,97,117,73,5,31,1,1,3,274,250,3
100159,671,4,11,16,03,97,117,73,6,68,1,2,5,2220,1868,119
100159,671,4,11,16,03,97,117,73,7,66,2,2,6,2650,2165,188
100160,671,4,1,17,03,117,112,73,1,42,2,1,3,823,665,59
100160,671,4,1,17,03,117,112,73,2,71,1,1,8,3242,2469,213
100160,671,4,1,17,03,117,112,73,3,38,1,1,3,494,435,32
100160,671,4,1,17,03,117,112,73,4,48,2,1,3,1128,908,75
100160,671,4,1,17,03,117,112,73,5,44,1,1,3,802,673,46
100161,671,3,5,17,03,90,79,73,1,41,1,1,3,705,586,63
100161,671,3,5,17,03,90,79,73,2,36,1,1,3,407,361,19
100161,671,3,5,17,03,90,79,73,3,39,2,1,3,556,478,25
100161,671,3,5,17,03,90,79,73,4,40,2,1,3,642,508,37
100161,671,3,5,17,03,90,79,73,5,66,1,1,8,2447,2055,118
100162,672,4,15,17,03,93,97,73,1,45,2,1,4,803,665,10
100162,672,4,15,17,03,93,97,73,2,65,1,1,5,2427,2030,110
100162,672,4,15,17,03,93,97,73,3,72,2,2,7,3686,2804,419
100162,672,4,15,17,03,93,97,73,4,40,1,1,3,614,529,38
100163,672,4,14,17,03,59,66,73,1,35,1,1,3,369,311,10
100163,672,4,14,17,03,59,66,73,2,64,1,2,5,2388,1906,179
100163,672,4,14,17,03,59,66,73,3,52,1,2,5,1470,1092,45
100163,672,4,14,17,03,59,66,73,4,58,2,1,7,1460,1167,54
100163,672,4,14,17,03,59,66,73,5,39,1,1,3,495,437,20
100163,672,4,14,17,03,59,66,73,6,27,2,1,2,169,149,4
100164,672,2,6,17,03,130,135,73,1,70,2,4,6,3624,2687,207
100164,672,2,6,17,03,130,135,73,10,70,2,1,5,2658,2405,62
100164,672,2,6,17,03,130,135,73,2,84,2,2,5,5520,4406,523
100164,672,2,6,17,03,130,135,73,3,72,1,2,7,3214,2673,210
100164,672,2,6,17,03,130,135,73,4,72,2,1,6,3210,2844,123
100164,672,2,6,17,03,130,135,73,5,72,1,2,5,4260,2961,272
100164,672,2,6,17,03,130,135,73,6,72,1,2,6,4026,3026,439
100164,672,2,6,17,03,130,135,73,7,50,1,1,4,1300,1032,110
100164,672,2,6,17,03,130,135,73,8,51,2,1,4,1418,1063,50
100164,672,2,6,17,03,130,135,73,9,38,1,1,3,541,454,40
100165,672,1,12,17,03,137,126,73,2,47,1,1,5,1039,806,74
100165,672,1,12,17,03,137,126,73,3,78,1,1,6,3886,3268,130
100165,672,1,12,17,03,137,126,73,4,82,1,2,6,4852,3878,298
100165,672,1,12,17,03,137,126,73,5,66,2,1,6,2508,2178,57
100166,672,1,11,17,03,82,108,73,1,74,1,2,6,3776,2928,236
100166,672,1,11,17,03,82,108,73,2,78,2,2,8,4220,3236,306
100166,672,1,11,17,03,82,108,73,3,73,2,2,6,3836,2844,372
100166,672,1,11,17,03,82,108,73,4,78,1,2,6,3920,3142,261
100166,672,1,11,17,03,82,108,73,5,37,1,1,3,502,404,7
100167,672,1,16,17,03,115,101,73,1,62,2,1,6,2523,1920,145
100167,672,1,16,17,03,115,101,73,2,58,1,1,4,1797,1472,95
100167,672,1,16,17,03,115,101,73,3,60,1,1,5,1978,1631,51
100167,672,1,16,17,03,115,101,73,4,37,2,1,3,520,438,4
100167,672,1,16,17,03,115,101,73,5,55,1,1,4,1616,1257,108
100168,671,1,13,17,03,150,106,73,1,80,1,2,7,4882,3808,226
100168,671,1,13,17,03,150,106,73,2,72,2,1,6,3026,2687,67
100168,671,1,13,17,03,150,106,73,3,46,2,1,3,851,775,38
100168,671,1,13,17,03,150,106,73,4,32,1,1,3,299,265,10
100168,671,1,13,17,03,150,106,73,5,45,1,1,4,807,701,33
100169,671,2,4,17,03,91,81,73,1,61,1,2,5,2285,1803,155
100169,671,2,4,17,03,91,81,73,2,77,1,2,6,3728,3058,262
100169,671,2,4,17,03,91,81,73,3,54,2,2,6,1629,1310,88
100169,671,2,4,17,03,91,81,73,4,25,2,1,2,127,119,3
100169,671,2,4,17,03,91,81,73,5,29,1,1,2,205,169,5
100170,671,2,3,17,03,101,110,73,1,67,1,2,6,2986,2331,241
100170,671,2,3,17,03,101,110,73,2,36,1,1,3,405,363,20
100170,671,2,3,17,03,101,110,73,3,39,2,1,3,566,486,30
100170,671,2,3,17,03,101,110,73,4,39,2,1,3,519,444,40
100170,671,2,3,17,03,101,110,73,5,40,1,1,3,545,476,28
100170,671,2,3,17,03,101,110,73,6,38,1,1,3,539,461,38
100170,671,2,3,17,03,101,110,73,7,66,1,2,6,2428,1921,127
100170,671,2,3,17,03,101,110,73,8,55,1,2,5,1608,1325,96
100173,513,4,2,13,03,160,163,73,1,46,2,1,4,910,771,36
100173,513,4,2,13,03,160,163,73,2,43,2,1,3,734,639,39
100173,513,4,2,13,03,160,163,73,3,44,1,1,4,718,634,29
100173,513,4,2,13,03,160,163,73,4,38,1,1,3,468,419,19
100173,513,4,2,13,03,160,163,73,5,36,1,1,3,371,316,16
100174,512,3,3,13,03,144,160,73,1,39,1,1,3,552,486,21
100174,512,3,3,13,03,144,160,73,2,51,2,1,5,1210,1012,42
100174,512,3,3,13,03,144,160,73,3,53,1,1,5,1433,1213,83
100174,512,3,3,13,03,144,160,73,4,41,2,1,3,634,532,39
100174,512,3,3,13,03,144,160,73,5,40,2,1,3,500,444,18
100175,512,4,14,13,03,207,195,73,1,79,2,2,7,4928,4038,422
100175,512,4,14,13,03,207,195,73,2,37,2,1,3,452,396,21
100175,512,4,14,13,03,207,195,73,3,39,1,1,4,502,454,36
100175,512,4,14,13,03,207,195,73,4,33,2,1,3,316,274,7
100175,512,4,14,13,03,207,195,73,5,33,1,1,3,289,261,8
100176,512,4,2,13,03,225,160,73,1,73,1,1,8,3674,2846,403
100176,512,4,2,13,03,225,160,73,2,30,2,1,3,203,187,3
100176,512,4,2,13,03,225,160,73,3,40,2,1,3,609,546,17
100176,512,4,2,13,03,225,160,73,4,50,1,1,4,968,851,42
100176,512,4,2,13,03,225,160,73,5,41,2,1,3,597,515,18
100177,512,2,12,14,03,180,220,73,1,65,1,1,5,2215,1893,107
100177,512,2,12,14,03,180,220,73,2,39,2,1,3,538,474,23
100177,512,2,12,14,03,180,220,73,3,30,1,1,3,218,193,7
100177,512,2,12,14,03,180,220,73,4,33,2,1,3,317,276,16
100177,512,2,12,14,03,180,220,73,5,38,1,1,3,396,354,15
100178,512,4,15,14,03,140,155,73,1,54,1,1,5,1367,1160,112
100178,512,4,15,14,03,140,155,73,2,79,2,1,6,3884,3398,174
100178,512,4,15,14,03,140,155,73,3,40,1,1,3,595,516,33
100178,512,4,15,14,03,140,155,73,4,43,2,1,3,720,620,35
100178,512,4,15,14,03,140,155,73,5,39,2,1,3,633,543,49
100178,512,4,15,14,03,140,155,73,6,37,2,1,3,450,401,22
100179,511,1,11,14,03,240,210,73,1,64,1,1,6,3006,2105,211
100179,511,1,11,14,03,240,210,73,2,57,2,1,4,1629,1403,101
100179,511,1,11,14,03,240,210,73,3,62,1,1,5,2189,1792,237
100179,511,1,11,14,03,240,210,73,4,31,2,1,3,247,220,6
100179,511,1,11,14,03,240,210,73,5,31,2,1,3,273,232,15
100180,511,1,2,14,03,245,223,73,1,66,1,1,6,2517,2008,233
100180,511,1,2,14,03,245,223,73,2,38,1,1,3,579,495,41
100180,511,1,2,14,03,245,223,73,3,65,1,1,5,2774,2248,297
100180,511,1,2,14,03,245,223,73,4,51,2,1,4,1178,1044,41
100180,511,1,2,14,03,245,223,73,5,48,1,1,4,989,819,80
100183,461,1,15,14,03,190,200,73,1,66,2,1,6,2541,2107,200
100183,461,1,15,14,03,190,200,73,2,64,1,1,5,2450,1985,224
100183,461,1,15,14,03,190,200,73,3,38,2,1,3,515,447,29
100183,461,1,15,14,03,190,200,73,4,33,2,1,3,335,298,8
100183,461,1,15,14,03,190,200,73,5,40,1,1,3,593,507,35
100184,461,1,1,14,03,320,250,73,1,66,1,1,5,2553,2138,213
100184,461,1,1,14,03,320,250,73,2,55,2,1,5,1461,1234,117
100184,461,1,1,14,03,320,250,73,3,64,1,1,6,2367,2054,120
100184,461,1,1,14,03,320,250,73,4,53,1,1,5,1422,1155,90
100184,461,1,1,14,03,320,250,73,5,41,2,1,3,632,535,36
100185,461,1,2,14,03,355,390,73,1,69,1,2,5,3072,2454,293
100185,461,1,2,14,03,355,390,73,2,58,1,1,5,1617,1371,119
100194,511,3,13,14,03,245,215,73,1,91,2,2,10,7135,5584,553
100194,511,3,13,14,03,245,215,73,2,62,2,1,6,2162,1770,130
100194,511,3,13,14,03,245,215,73,3,54,2,1,5,1390,1177,104
100194,511,3,13,14,03,245,215,73,4,35,2,1,3,320,281,10
100194,511,3,13,14,03,245,215,73,5,33,1,1,3,316,265,15
100281,462,4,1,14,03,250,280,73,2,50,1,2,4,1190,954,84
100281,462,4,1,14,03,250,280,73,3,39,1,1,3,483,414,26
100281,462,4,1,14,03,250,280,73,4,35,1,1,3,356,308,16
100281,462,4,1,14,03,250,280,73,5,34,1,1,3,354,316,15
100282,412,2,16,15,03,360,350,73,1,63,1,1,6,2291,1868,198
100282,412,2,16,15,03,360,350,73,2,94,1,2,9,8140,6080,417
100282,412,2,16,15,03,360,350,73,3,77,2,2,7,5394,4284,394
100282,412,2,16,15,03,360,350,73,4,97,1,2,9,7575,6035,284
100282,412,2,16,15,03,360,350,73,5,63,1,1,6,2224,1950,142
100283,412,2,6,15,03,230,340,73,1,71,2,2,6,3568,2854,318
100283,412,2,6,15,03,230,340,73,2,87,2,2,7,6235,4932,461
100283,412,2,6,15,03,230,340,73,3,62,1,2,5,2273,1771,133
100283,412,2,6,15,03,230,340,73,4,79,2,2,7,4950,3882,448
100283,412,2,6,15,03,230,340,73,5,80,1,2,8,5630,4326,324
100285,412,1,5,15,03,300,245,73,1,75,1,2,6,4780,3644,318
100285,412,1,5,15,03,300,245,73,2,88,2,2,8,7070,5728,478
100285,412,1,5,15,03,300,245,73,3,85,2,2,7,6895,5496,513
100285,412,1,5,15,03,300,245,73,4,88,2,2,9,6965,5296,511
100285,412,1,5,15,03,300,245,73,5,61,2,1,5,2118,1748,191
100285,412,1,5,15,03,300,245,73,6,73,2,1,7,3952,3226,221
100285,412,1,5,15,03,300,245,73,7,77,1,2,6,4530,3704,240
100286,462,2,18,15,03,165,155,73,1,83,2,1,10,3998,3262,351
100286,462,2,18,15,03,165,155,73,2,40,2,1,3,612,514,36
100286,462,2,18,15,03,165,155,73,3,36,1,1,3,413,350,18
100286,462,2,18,15,03,165,155,73,4,32,2,1,3,291,267,3
100286,462,2,18,15,03,165,155,73,5,33,1,1,3,344,302,13
100287,462,3,6,16,03,154,145,73,1,66,2,1,5,2816,2270,226
