recid,reit,smrt,tog_nr,dag,man,dyp_min,dyp_max,vf,nr,le,ky,kt,aldur,osl,sl,li
100000,475,4,13,07,03,201,202,73,1,56,2,1,4,1383,1294,25
100000,475,4,13,07,03,201,202,73,11,42,1,1,3,633,582,12
100000,475,4,13,07,03,201,202,73,12,42,1,1,3,513,488,7
100000,475,4,13,07,03,201,202,73,13,42,2,1,3,701,643,22
100000,475,4,13,07,03,201,202,73,14,49,1,1,3,910,842,16
100000,475,4,13,07,03,201,202,73,15,64,1,2,5,2153,1748,110
100000,475,4,13,07,03,201,202,73,16,62,1,1,5,1568,1519,38
100000,475,4,13,07,03,201,202,73,17,57,1,1,5,1713,1469,38
100000,475,4,13,07,03,201,202,73,18,63,2,1,5,1874,1629,145
100000,475,4,13,07,03,201,202,73,19,47,2,1,3,870,814,19
100000,475,4,13,07,03,201,202,73,2,62,1,2,5,1972,1534,146
100000,475,4,13,07,03,201,202,73,21,65,1,2,5,2490,2029,139
100000,475,4,13,07,03,201,202,73,22,61,2,1,6,1611,1468,51
100000,475,4,13,07,03,201,202,73,23,55,1,1,4,1243,1161,21
100000,475,4,13,07,03,201,202,73,24,46,1,1,3,757,721,7
100000,475,4,13,07,03,201,202,73,25,43,2,1,3,636,598,8
100000,475,4,13,07,03,201,202,73,3,68,1,2,6,2353,1953,103
100000,475,4,13,07,03,201,202,73,4,55,1,1,4,1314,1228,13
100000,475,4,13,07,03,201,202,73,5,59,2,2,5,1941,1585,240
100000,475,4,13,07,03,201,202,73,6,66,1,1,5,2202,1960,139
100000,475,4,13,07,03,201,202,73,7,83,2,4,9,4698,4134,263
100000,475,4,13,07,03,201,202,73,8,55,1,2,5,1317,1052,71
100000,475,4,13,07,03,201,202,73,9,64,1,1,6,1849,1621,155
100001,475,3,2,07,03,183,205,73,1,62,2,1,5,1815,1707,24
100001,475,3,2,07,03,183,205,73,10,60,1,2,6,1874,1614,41
100001,475,3,2,07,03,183,205,73,11,63,2,1,5,2135,1958,63
100001,475,3,2,07,03,183,205,73,2,45,2,1,3,783,739,14
100001,475,3,2,07,03,183,205,73,3,51,2,1,3,1035,958,15
100001,475,3,2,07,03,183,205,73,4,61,1,1,5,1764,1595,19
100001,475,3,2,07,03,183,205,73,5,73,1,2,6,2837,2345,107
100001,475,3,2,07,03,183,205,73,6,68,2,1,5,2455,2285,35
100001,475,3,2,07,03,183,205,73,7,59,2,2,5,1691,1588,16
100001,475,3,2,07,03,183,205,73,8,45,1,1,3,695,656,15
100001,475,3,2,07,03,183,205,73,9,60,2,1,5,1632,1529,29
100002,475,1,3,07,03,163,176,73,1,88,2,2,7,5838,4744,444
100002,475,1,3,07,03,163,176,73,3,87,2,2,7,5280,4582,175
100002,475,1,3,07,03,163,176,73,4,61,2,1,6,1772,1677,22
100002,475,1,3,07,03,163,176,73,5,71,1,2,6,3084,2434,146
100002,475,1,3,07,03,163,176,73,6,29,1,1,2,230,202,5
100003,476,2,3,07,03,175,172,73,1,67,2,2,6,2603,2195,181
100003,476,2,3,07,03,175,172,73,2,46,1,1,3,890,807,12
100003,476,2,3,07,03,175,172,73,3,69,1,2,5,2585,2244,73
100003,476,2,3,07,03,175,172,73,4,42,2,1,3,630,596,6
100003,476,2,3,07,03,175,172,73,5,81,2,2,6,4522,3816,242
100004,476,2,2,07,03,162,163,73,1,70,2,2,9,3158,2629,141
100004,476,2,2,07,03,162,163,73,2,45,2,1,3,790,733,12
100004,476,2,2,07,03,162,163,73,3,56,2,2,5,1648,1383,70
100005,476,1,12,07,03,196,217,73,1,82,2,1,6,4526,3890,79
100005,476,1,12,07,03,196,217,73,10,42,2,1,3,583,530,12
100005,476,1,12,07,03,196,217,73,11,42,1,1,3,602,562,9
100005,476,1,12,07,03,196,217,73,2,65,2,1,5,1804,1656,51
100005,476,1,12,07,03,196,217,73,3,73,2,1,6,2601,2357,47
100005,476,1,12,07,03,196,217,73,4,65,1,2,5,2850,2139,253
100005,476,1,12,07,03,196,217,73,5,59,1,2,5,1607,1448,23
100005,476,1,12,07,03,196,217,73,6,47,1,1,3,1014,924,14
100005,476,1,12,07,03,196,217,73,7,63,1,1,5,1842,1626,41
100005,476,1,12,07,03,196,217,73,8,62,1,1,6,1902,1668,120
100005,476,1,12,07,03,196,217,73,9,41,2,1,3,563,525,8
100006,477,2,11,07,03,374,393,73,1,68,1,1,5,1982,1781,118
100006,477,2,11,07,03,374,393,73,2,67,1,1,6,2244,1994,142
100007,476,2,1,07,03,193,198,73,1,65,2,2,5,2273,2017,91
100007,476,2,1,07,03,193,198,73,2,69,1,2,7,2414,2153,128
100007,476,2,1,07,03,193,198,73,3,66,2,1,6,2088,1907,67
100007,476,2,1,07,03,193,198,73,5,44,2,1,3,678,626,7
100007,476,2,1,07,03,193,198,73,6,58,2,1,4,1642,1486,50
100007,476,2,1,07,03,193,198,73,7,73,1,2,7,3438,2756,306
100007,476,2,1,07,03,193,198,73,8,74,1,5,6,3120,2841,31
100007,476,2,1,07,03,193,198,73,9,78,1,2,6,3756,2967,254
100008,476,2,11,08,03,178,177,73,1,47,2,1,3,878,751,9
100008,476,2,11,08,03,178,177,73,2,54,1,2,5,1605,1254,43
100008,476,2,11,08,03,178,177,73,3,57,2,2,4,1615,1428,61
100008,476,2,11,08,03,178,177,73,4,70,2,2,6,3568,2924,146
100008,476,2,11,08,03,178,177,73,5,71,1,2,6,3248,2635,197
100008,476,2,11,08,03,178,177,73,6,64,2,2,5,2339,2029,89
100010,475,3,1,08,03,217,235,73,1,62,2,1,6,1889,1749,10
100010,475,3,1,08,03,217,235,73,10,43,1,1,3,717,675,14
100010,475,3,1,08,03,217,235,73,11,64,2,2,5,1918,1705,107
100010,475,3,1,08,03,217,235,73,12,70,2,2,6,2257,2006,135
100010,475,3,1,08,03,217,235,73,13,54,2,2,5,1469,1299,55
100010,475,3,1,08,03,217,235,73,2,54,2,1,4,1152,1034,61
100010,475,3,1,08,03,217,235,73,3,53,1,2,4,1382,1173,29
100010,475,3,1,08,03,217,235,73,4,47,2,1,3,821,765,21
100010,475,3,1,08,03,217,235,73,5,47,1,1,3,840,774,15
100010,475,3,1,08,03,217,235,73,6,72,1,1,5,3090,2776,142
100010,475,3,1,08,03,217,235,73,7,70,1,1,5,2305,2075,92
100010,475,3,1,08,03,217,235,73,8,71,2,2,7,2775,2194,157
100010,475,3,1,08,03,217,235,73,9,45,1,1,3,792,737,12
100011,475,3,12,08,03,206,219,73,1,56,2,1,7,1526,1392,21
100011,475,3,12,08,03,206,219,73,2,60,2,1,5,1559,1391,81
100011,475,3,12,08,03,206,219,73,3,68,1,1,5,2195,1945,151
100011,475,3,12,08,03,206,219,73,4,61,2,2,5,1928,1692,66
100011,475,3,12,08,03,206,219,73,5,59,2,2,5,1853,1615,56
100012,426,2,11,08,03,280,316,73,1,46,2,1,3,746,702,5
100012,426,2,11,08,03,280,316,73,2,54,1,1,3,1409,1310,25
100012,426,2,11,08,03,280,316,73,3,59,2,1,5,1547,1426,35
100013,426,2,12,08,03,313,316,73,1,51,1,1,4,1090,975,6
100013,426,2,12,08,03,313,316,73,2,52,2,1,4,1110,1006,47
100015,426,3,1,08,03,430,409,73,1,89,2,2,9,6940,5560,309
100020,474,2,31,06,03,63,63,73,1,64,1,2,5,2196,1870,33
100020,474,2,31,06,03,63,63,73,10,32,2,1,2,272,251,4
100020,474,2,31,06,03,63,63,73,11,67,2,1,6,2300,2107,21
100020,474,2,31,06,03,63,63,73,12,63,2,1,5,2178,1968,22
100020,474,2,31,06,03,63,63,73,13,72,2,1,6,3286,2945,53
100020,474,2,31,06,03,63,63,73,14,74,1,1,6,3246,3012,31
100020,474,2,31,06,03,63,63,73,15,67,2,1,5,2319,2118,45
100020,474,2,31,06,03,63,63,73,16,67,1,1,5,2490,2326,29
100020,474,2,31,06,03,63,63,73,17,74,1,1,6,2950,2732,28
100020,474,2,31,06,03,63,63,73,18,81,2,1,6,4074,3720,45
100020,474,2,31,06,03,63,63,73,19,54,1,2,5,1331,1165,28
100020,474,2,31,06,03,63,63,73,2,78,1,1,6,3792,3440,64
100020,474,2,31,06,03,63,63,73,20,73,1,1,6,3054,2707,25
100020,474,2,31,06,03,63,63,73,21,51,1,1,4,1197,1135,13
100020,474,2,31,06,03,63,63,73,22,72,1,1,5,3050,2792,117
100020,474,2,31,06,03,63,63,73,23,70,1,2,6,2898,2510,36
100020,474,2,31,06,03,63,63,73,24,41,1,1,3,576,528,7
100020,474,2,31,06,03,63,63,73,3,72,2,1,6,3102,2832,57
100020,474,2,31,06,03,63,63,73,4,89,1,2,9,6125,5144,95
100020,474,2,31,06,03,63,63,73,5,60,2,1,5,1769,1621,28
100020,474,2,31,06,03,63,63,73,6,72,2,1,5,2995,2772,33
100020,474,2,31,06,03,63,63,73,7,74,1,1,6,3298,3032,73
100020,474,2,31,06,03,63,63,73,8,71,1,2,6,2220,2049,25
100020,474,2,31,06,03,63,63,73,9,65,1,2,6,2220,2049,47
100023,474,2,12,07,03,200,245,73,1,81,1,2,8,4618,4040,53
100023,474,2,12,07,03,200,245,73,2,69,1,1,5,2525,2360,39
100023,474,2,12,07,03,200,245,73,3,74,1,2,6,3268,2926,23
100023,474,2,12,07,03,200,245,73,4,54,1,2,5,1391,1160,33
100023,474,2,12,07,03,200,245,73,5,86,2,2,6,4684,4202,328
100023,474,2,12,07,03,200,245,73,6,69,1,2,6,2710,2111,119
100023,474,2,12,07,03,200,245,73,7,58,1,2,5,1604,1447,24
100026,375,1,11,09,03,232,230,73,1,56,1,1,4,1459,1293,96
100026,375,1,11,09,03,232,230,73,2,53,2,1,4,1372,1236,21
100026,375,1,11,09,03,232,230,73,3,61,1,22,5,2477,1956,184
100026,375,1,11,09,03,232,230,73,4,78,2,2,6,4386,3432,453
100026,375,1,11,09,03,232,230,73,5,61,2,1,5,1582,1371,132
100027,425,3,12,09,03,207,232,73,1,71,1,1,6,3024,2302,112
100027,425,3,12,09,03,207,232,73,2,75,2,2,6,3552,2911,300
100027,425,3,12,09,03,207,232,73,3,86,1,2,10,5542,4126,280
100027,425,3,12,09,03,207,232,73,4,61,1,2,6,2099,1641,179
100027,425,3,12,09,03,207,232,73,5,70,1,2,6,2943,2407,139
100028,375,2,1,09,03,241,240,73,1,63,1,2,5,2351,1840,176
100028,375,2,1,09,03,241,240,73,3,76,2,2,6,3282,2734,222
100028,375,2,1,09,03,241,240,73,4,72,1,2,6,3434,2708,306
100028,375,2,1,09,03,241,240,73,5,46,2,1,3,892,820,29
100029,424,3,3,09,03,218,210,73,1,66,1,3,5,2500,1890,173
100029,424,3,3,09,03,218,210,73,2,88,1,2,8,5874,4306,478
100029,424,3,3,09,03,218,210,73,4,55,2,2,5,1525,1288,67
100029,424,3,3,09,03,218,210,73,5,63,1,2,5,2096,1742,61
100030,424,3,12,09,03,206,194,73,1,58,1,1,3,1588,1468,45
100030,424,3,12,09,03,206,194,73,10,59,2,2,4,1918,1729,56
100030,424,3,12,09,03,206,194,73,11,63,2,1,5,2055,1780,56
100030,424,3,12,09,03,206,194,73,12,46,1,1,3,812,748,10
100030,424,3,12,09,03,206,194,73,13,64,2,1,6,2257,2082,37
100030,424,3,12,09,03,206,194,73,2,64,2,2,5,2236,2039,53
100030,424,3,12,09,03,206,194,73,3,53,1,1,4,1503,1386,36
100030,424,3,12,09,03,206,194,73,4,56,1,2,5,1608,1437,32
100030,424,3,12,09,03,206,194,73,5,72,1,1,5,3128,2847,96
100030,424,3,12,09,03,206,194,73,6,58,1,2,4,1801,1580,56
100030,424,3,12,09,03,206,194,73,7,63,1,2,5,2284,1917,52
100030,424,3,12,09,03,206,194,73,8,65,2,1,5,2305,2157,53
100030,424,3,12,09,03,206,194,73,9,79,2,2,6,4160,3416,357
100031,424,3,11,09,03,186,205,73,1,80,2,5,7,3904,3340,191
100031,424,3,11,09,03,186,205,73,3,74,1,2,7,3222,2560,145
100031,424,3,11,09,03,186,205,73,4,72,2,2,6,2615,2251,150
100031,424,3,11,09,03,186,205,73,5,71,2,2,7,3456,2710,424
100032,425,4,11,09,03,255,265,73,1,75,2,1,5,3314,3076,88
100032,425,4,11,09,03,255,265,73,2,50,1,1,4,938,887,13
100032,425,4,11,09,03,255,265,73,3,56,2,1,5,1612,1301,34
100032,425,4,11,09,03,255,265,73,5,53,1,1,4,1268,1187,17
100033,425,2,2,09,03,234,255,73,1,71,1,1,6,2795,2471,118
100033,425,2,2,09,03,234,255,73,2,60,2,1,4,1621,1416,115
100033,425,2,2,09,03,234,255,73,3,60,1,1,4,1475,1339,73
100033,425,2,2,09,03,234,255,73,4,61,1,2,5,1943,1654,46
100033,425,2,2,09,03,234,255,73,5,77,2,2,7,3420,2792,290
100034,425,2,1,09,03,212,222,73,1,73,2,1,7,2868,2451,122
100034,425,2,1,09,03,212,222,73,2,71,2,1,5,3218,2678,87
100034,425,2,1,09,03,212,222,73,4,65,2,2,5,2261,1921,74
100034,425,2,1,09,03,212,222,73,5,53,1,2,4,1480,1283,47
100035,424,1,1,10,03,178,179,73,1,45,2,1,3,746,685,8
100035,424,1,1,10,03,178,179,73,2,79,2,2,7,4662,3754,417
100035,424,1,1,10,03,178,179,73,3,80,2,2,8,4038,3282,269
100036,424,2,2,10,03,180,183,73,1,71,2,2,7,3132,2594,233
100036,424,2,2,10,03,180,183,73,2,57,1,2,5,1506,1162,102
100036,424,2,2,10,03,180,183,73,3,72,1,2,7,3122,2606,125
100036,424,2,2,10,03,180,183,73,4,82,1,2,6,4362,3540,296
100036,424,2,2,10,03,180,183,73,5,54,1,2,4,1483,1259,55
100036,424,2,2,10,03,180,183,73,6,62,1,1,5,1856,1721,54
100037,424,4,13,10,03,200,211,73,1,67,2,1,5,2400,2195,53
100037,424,4,13,10,03,200,211,73,2,38,2,1,3,394,367,2
100037,424,4,13,10,03,200,211,73,3,39,1,1,3,501,469,3
100037,424,4,13,10,03,200,211,73,4,63,2,1,5,2018,1807,33
100037,424,4,13,10,03,200,211,73,5,61,2,2,5,2079,1810,73
100037,424,4,13,10,03,200,211,73,6,84,2,4,6,5220,4342,83
100038,423,3,13,10,03,313,276,73,1,77,2,2,6,3262,2871,116
100039,374,2,3,10,03,302,322,73,2,71,1,2,6,3080,2644,28
100039,374,2,3,10,03,302,322,73,3,73,2,2,8,3146,2707,178
100039,374,2,3,10,03,302,322,73,4,63,2,1,5,2121,1845,44
100040,374,2,2,10,03,273,253,73,1,57,2,1,4,1376,1223,75
100040,374,2,2,10,03,273,253,73,2,82,2,2,6,4076,3514,213
100040,374,2,2,10,03,273,253,73,3,67,1,4,5,2142,2022,25
100040,374,2,2,10,03,273,253,73,4,62,2,1,5,2030,1868,43
100040,374,2,2,10,03,273,253,73,5,81,2,2,7,4288,3676,265
100041,374,2,11,10,03,173,156,73,1,79,2,2,8,4896,3946,548
100041,374,2,11,10,03,173,156,73,2,81,1,2,7,4680,3838,220
100041,374,2,11,10,03,173,156,73,3,67,1,2,6,2846,2178,295
100041,374,2,11,10,03,173,156,73,4,69,1,2,6,2820,2153,142
100042,374,4,12,10,03,166,215,73,1,70,1,1,6,2306,2051,143
100042,374,4,12,10,03,166,215,73,2,64,2,2,5,2290,2047,57
100042,374,4,12,10,03,166,215,73,3,62,2,1,4,1990,1718,74
100042,374,4,12,10,03,166,215,73,4,62,1,2,5,2010,1598,150
100043,374,2,1,10,03,310,336,73,1,66,2,2,6,2685,2197,234
100043,374,2,1,10,03,310,336,73,2,77,2,2,7,4178,3376,363
100043,374,2,1,10,03,310,336,73,3,75,2,4,7,3774,3092,457
100043,374,2,1,10,03,310,336,73,4,72,1,2,7,3152,2542,172
100043,374,2,1,10,03,310,336,73,5,71,2,1,5,3096,2873,59
100043,374,2,1,10,03,310,336,73,6,50,1,2,4,995,878,15
100044,374,3,13,10,03,436,427,73,1,54,1,1,3,1359,1248,40
100044,374,3,13,10,03,436,427,73,2,80,2,2,8,4514,3654,319
100044,374,3,13,10,03,436,427,73,3,72,1,2,7,2847,2352,124
100044,374,3,13,10,03,436,427,73,4,60,2,1,5,1758,1618,42
100044,374,3,13,10,03,436,427,73,5,69,1,2,7,3924,2792,368
100045,324,1,1,10,03,265,239,73,1,83,1,2,9,5250,4012,394
100045,324,1,1,10,03,265,239,73,2,72,2,2,7,3414,2600,412
100045,324,1,1,10,03,265,239,73,3,78,2,2,6,3444,2906,214
100045,324,1,1,10,03,265,239,73,4,75,1,2,8,3716,2993,140
100045,324,1,1,10,03,265,239,73,5,52,1,2,5,1198,922,64
100046,324,1,11,11,03,241,258,73,1,70,2,2,7,2380,1981,171
100046,324,1,11,11,03,241,258,73,2,84,2,1,7,4110,3506,147
100046,324,1,11,11,03,241,258,73,3,62,1,2,5,2085,1613,159
100046,324,1,11,11,03,241,258,73,4,65,1,1,5,2181,1958,108
100046,324,1,11,11,03,241,258,73,5,65,2,1,5,1899,1697,53
100046,324,1,11,11,03,241,258,73,6,62,2,2,5,2067,1751,130
100046,324,1,11,11,03,241,258,73,7,60,2,1,5,1848,1706,20
100047,324,3,12,11,03,315,307,73,1,84,1,2,9,5146,3798,466
100047,324,3,12,11,03,315,307,73,2,63,1,2,6,2220,1754,139
100048,324,4,2,11,03,420,386,73,1,64,2,1,4,2879,2600,43
100048,324,4,2,11,03,420,386,73,2,76,2,2,7,3498,2979,192
100049,324,3,13,11,03,310,270,73,1,65,1,1,6,2539,2344,42
100049,324,3,13,11,03,310,270,73,2,63,1,1,6,2054,1851,87
100049,324,3,13,11,03,310,270,73,3,66,1,1,6,2189,1954,98
100049,324,3,13,11,03,310,270,73,4,62,1,2,6,1961,1607,99
100049,324,3,13,11,03,310,270,73,5,62,1,2,5,1915,1555,75
100049,324,3,13,11,03,310,270,73,6,70,1,1,5,3116,2739,51
100050,324,4,3,11,03,185,210,73,1,56,1,1,3,1650,1511,39
100050,324,4,3,11,03,185,210,73,2,74,2,2,7,3502,2825,267
100050,324,4,3,11,03,185,210,73,3,72,1,2,5,3098,2778,136
100050,324,4,3,11,03,185,210,73,4,66,1,2,6,2732,2086,141
100051,323,1,12,11,03,240,254,73,2,61,1,2,6,2001,1708,48
100051,323,1,12,11,03,240,254,73,3,66,2,1,5,2419,2090,77
100051,323,1,12,11,03,240,254,73,4,65,1,2,6,2413,1921,132
100051,323,1,12,11,03,240,254,73,5,57,1,1,5,1744,1587,30
100051,323,1,12,11,03,240,254,73,6,83,2,2,6,5064,4192,353
100052,323,3,11,11,03,409,366,73,1,64,1,2,6,2290,1902,135
100052,323,3,11,11,03,409,366,73,2,67,2,2,6,2243,1897,140
100053,323,3,13,11,03,315,306,73,1,84,2,1,6,4978,4488,89
100053,323,3,13,11,03,315,306,73,2,65,2,1,5,2218,2000,85
100053,323,3,13,11,03,315,306,73,3,81,1,2,8,5662,4136,465
100053,323,3,13,11,03,315,306,73,4,67,1,2,5,2922,2321,246
100053,323,3,13,11,03,315,306,73,5,69,2,1,5,2720,2448,68
100054,323,2,1,11,03,351,325,73,1,73,1,2,6,2937,2378,143
100054,323,2,1,11,03,351,325,73,2,76,2,2,6,3830,3302,269
100054,323,2,1,11,03,351,325,73,3,64,1,2,5,1883,1477,95
100054,323,2,1,11,03,351,325,73,4,91,1,2,7,6870,4922,503
100054,323,2,1,11,03,351,325,73,5,77,2,2,6,4184,3720,233
100055,323,2,2,11,03,273,233,73,1,68,1,2,5,2793,2386,76
100055,323,2,2,11,03,273,233,73,2,85,2,2,7,4422,3754,309
100055,323,2,2,11,03,273,233,73,3,72,2,2,5,3366,2676,394
100055,323,2,2,11,03,273,233,73,4,65,1,2,5,2330,1802,153
100055,323,2,2,11,03,273,233,73,5,78,1,2,6,3924,3154,120
100056,373,3,13,11,03,160,153,73,1,73,1,2,7,2989,2438,142
100056,373,3,13,11,03,160,153,73,2,59,1,2,5,1838,1452,101
100056,373,3,13,11,03,160,153,73,3,74,1,2,7,3144,2538,159
100056,373,3,13,11,03,160,153,73,4,67,1,1,5,2799,2363,113
100057,373,3,11,11,03,137,162,73,1,80,2,2,9,3476,2930,211
100057,373,3,11,11,03,137,162,73,2,77,1,2,7,3686,2977,186
100057,373,3,11,11,03,137,162,73,3,82,1,2,8,4246,3478,218
100057,373,3,11,11,03,137,162,73,4,66,1,1,5,2341,2171,30
100057,373,3,11,11,03,137,162,73,5,65,2,1,4,2339,2168,49
100057,373,3,11,11,03,137,162,73,6,58,1,2,5,1784,1472,52
100058,373,1,12,12,03,154,155,73,1,78,1,2,5,3862,2985,300
100058,373,1,12,12,03,154,155,73,2,80,2,2,6,4510,3694,420
100058,373,1,12,12,03,154,155,73,3,74,1,1,6,3362,2996,92
100058,373,1,12,12,03,154,155,73,4,67,1,2,5,2815,2224,163
100060,373,2,3,12,03,130,122,73,1,73,1,2,6,3062,2419,163
100060,373,2,3,12,03,130,122,73,10,81,2,2,7,3930,3380,241
100060,373,2,3,12,03,130,122,73,11,91,2,2,9,6840,5606,414
100060,373,2,3,12,03,130,122,73,12,78,2,1,6,4094,3646,193
100060,373,2,3,12,03,130,122,73,13,93,1,2,8,6855,5482,389
100060,373,2,3,12,03,130,122,73,2,76,1,2,6,3746,2918,196
100060,373,2,3,12,03,130,122,73,3,94,2,2,6,8020,6345,580
100060,373,2,3,12,03,130,122,73,4,58,1,2,5,1865,1566,89
100060,373,2,3,12,03,130,122,73,5,76,1,2,6,3772,3136,146
100060,373,2,3,12,03,130,122,73,6,88,2,2,8,6790,5354,362
100060,373,2,3,12,03,130,122,73,7,85,2,2,8,4926,4142,253
100060,373,2,3,12,03,130,122,73,8,85,2,2,6,4800,3822,433
100060,373,2,3,12,03,130,122,73,9,85,2,2,8,5164,4068,408
100061,423,3,11,12,03,133,137,73,1,103,1,2,9,13035,9355,809
100061,423,3,11,12,03,133,137,73,2,65,2,2,5,2265,1942,164
100061,423,3,11,12,03,133,137,73,3,76,1,2,7,3852,2942,217
100061,423,3,11,12,03,133,137,73,4,90,2,2,7,6180,4956,545
100061,423,3,11,12,03,133,137,73,5,90,2,2,6,6955,5462,279
100061,423,3,11,12,03,133,137,73,6,86,1,2,6,6325,4840,534
100062,423,3,1,12,03,118,117,73,1,70,2,2,7,3202,2607,84
100062,423,3,1,12,03,118,117,73,2,87,1,2,6,5944,4462,447
100062,423,3,1,12,03,118,117,73,3,84,1,2,6,5274,4108,377
100062,423,3,1,12,03,118,117,73,4,85,2,2,7,5286,4362,332
100063,423,3,12,12,03,120,117,73,1,96,2,2,8,7055,5690,628
100063,423,3,12,12,03,120,117,73,2,54,2,2,5,1394,1138,120
100064,423,3,2,12,03,115,117,73,1,58,2,2,4,1982,1679,77
100064,423,3,2,12,03,115,117,73,2,73,2,2,6,3488,2807,448
100064,423,3,2,12,03,115,117,73,3,63,1,1,5,2124,1989,23
100065,474,4,2,12,03,115,117,73,1,57,2,1,4,1215,1133,16
100065,474,4,2,12,03,115,117,73,2,64,1,3,5,2296,1893,74
100066,474,3,13,12,03,225,244,73,1,62,2,1,4,1713,1574,42
100066,474,3,13,12,03,225,244,73,10,62,1,2,6,2097,1801,30
100066,474,3,13,12,03,225,244,73,11,60,2,2,5,1763,1528,56
100066,474,3,13,12,03,225,244,73,12,48,2,1,3,925,832,22
100066,474,3,13,12,03,225,244,73,13,67,2,1,6,2074,1813,143
100066,474,3,13,12,03,225,244,73,14,57,2,1,5,1376,1276,24
100066,474,3,13,12,03,225,244,73,15,58,1,2,5,1890,1477,130
100066,474,3,13,12,03,225,244,73,16,54,2,1,4,1362,1240,32
100066,474,3,13,12,03,225,244,73,2,73,2,1,5,3054,2734,153
100066,474,3,13,12,03,225,244,73,3,67,1,2,6,2468,2003,94
100066,474,3,13,12,03,225,244,73,4,57,1,1,5,1596,1472,48
100066,474,3,13,12,03,225,244,73,5,63,1,2,5,2293,2037,138
100066,474,3,13,12,03,225,244,73,6,78,2,2,6,4192,3464,335
100066,474,3,13,12,03,225,244,73,7,60,2,2,5,1899,1646,38
100066,474,3,13,12,03,225,244,73,8,58,1,2,5,1840,1662,18
100066,474,3,13,12,03,225,244,73,9,59,2,1,5,1624,1502,18
100067,474,3,11,12,03,250,260,73,10,65,1,1,5,2353,2123,149
100067,474,3,11,12,03,250,260,73,11,63,1,1,4,2219,1982,104
100067,474,3,11,12,03,250,260,73,12,62,1,2,5,2211,1755,91
100067,474,3,11,12,03,250,260,73,13,48,1,1,3,1023,920,23
100067,474,3,11,12,03,250,260,73,14,54,2,2,5,1516,1245,60
100067,474,3,11,12,03,250,260,73,15,65,1,2,6,2520,1929,146
100067,474,3,11,12,03,250,260,73,2,62,2,1,5,1915,1776,33
100067,474,3,11,12,03,250,260,73,3,51,1,2,4,1291,1087,45
100067,474,3,11,12,03,250,260,73,4,51,1,2,5,1202,963,52
100067,474,3,11,12,03,250,260,73,5,56,1,2,5,1663,1384,69
100067,474,3,11,12,03,250,260,73,6,52,2,1,4,1183,1078,19
100067,474,3,11,12,03,250,260,73,7,71,2,2,5,2731,2416,140
100067,474,3,11,12,03,250,260,73,8,62,2,2,5,2032,1694,134
100067,474,3,11,12,03,250,260,73,9,81,2,4,6,4666,4276,122
100068,474,4,4,12,03,113,163,73,1,91,2,2,7,6100,5368,166
100068,474,4,4,12,03,113,163,73,2,76,1,2,7,3776,3142,178
100068,474,4,4,12,03,113,163,73,3,74,2,2,6,3468,2989,189
100068,474,4,4,12,03,113,163,73,4,80,2,2,8,3900,3274,158
100068,474,4,4,12,03,113,163,73,5,52,1,1,4,1403,1285,29
100069,473,3,11,13,03,120,120,73,1,71,1,1,6,3000,2760,37
100069,473,3,11,13,03,120,120,73,2,47,2,1,3,878,815,8
100069,473,3,11,13,03,120,120,73,3,71,2,2,5,3032,2464,293
100069,473,3,11,13,03,120,120,73,4,66,2,1,5,2187,2028,21
100069,473,3,11,13,03,120,120,73,5,64,2,1,6,2041,1863,16
100069,473,3,11,13,03,120,120,73,6,71,1,2,6,2795,2290,149
100070,423,2,3,13,03,147,118,73,3,60,2,2,6,1851,1590,47
100070,423,2,3,13,03,147,118,73,4,75,1,1,5,3284,3058,29
100070,423,2,3,13,03,147,118,73,5,87,2,2,9,5808,4964,239
100070,423,2,3,13,03,147,118,73,6,87,2,4,6,5106,4496,78
100070,423,2,3,13,03,147,118,73,7,92,2,2,7,6955,5694,317
100071,473,4,1,13,03,100,91,73,1,47,1,1,3,890,822,26
100071,473,4,1,13,03,100,91,73,10,68,1,2,6,2524,2217,34
100071,473,4,1,13,03,100,91,73,12,86,2,1,6,6110,5600,134
100071,473,4,1,13,03,100,91,73,13,89,2,2,8,6310,5040,572
100071,473,4,1,13,03,100,91,73,2,61,2,1,4,1744,1584,37
100071,473,4,1,13,03,100,91,73,3,49,1,1,3,1046,986,15
100071,473,4,1,13,03,100,91,73,4,89,2,2,9,6055,5102,406
100071,473,4,1,13,03,100,91,73,5,66,1,2,6,2449,2081,56
100071,473,4,1,13,03,100,91,73,6,68,1,2,6,2574,2134,86
100071,473,4,1,13,03,100,91,73,7,56,1,1,4,1585,1456,20
100071,473,4,1,13,03,100,91,73,8,93,2,2,8,6625,5666,247
100071,473,4,1,13,03,100,91,73,9,54,1,1,3,1304,1210,22
100072,472,3,11,13,03,49,66,73,1,80,1,2,6,4756,4188,75
100072,472,3,11,13,03,49,66,73,2,82,1,1,6,4532,4076,82
100072,472,3,11,13,03,49,66,73,3,88,2,2,8,7030,5560,212
100072,472,3,11,13,03,49,66,73,4,87,2,2,9,4616,3714,101
100072,472,3,11,13,03,49,66,73,5,89,2,1,6,6765,6060,214
100072,472,3,11,13,03,49,66,73,6,91,2,2,6,7660,6100,241
100073,422,1,11,13,03,80,65,73,1,74,1,1,6,3242,3030,43
100073,422,1,11,13,03,80,65,73,2,83,2,2,5,4464,3780,202
